Player,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Thurl Bailey,1994,PF,32,MIN,79,3,16.4,2.9,5.8,0.51,0,0,0,2.9,5.7,0.512,0.51,1.5,1.9,0.799,0.8,1.9,2.7,0.7,0.3,0.7,0.7,1.2,7.4
Vin Baker,1994,C,22,MIL,82,63,31.2,5.3,10.6,0.501,0,0.1,0.2,5.3,10.5,0.502,0.501,2.9,5,0.569,3.4,4.2,7.6,2,0.7,1.4,2,2.8,13.5
Charles Barkley*,1994,PF,30,PHO,65,65,35.4,8,16.1,0.495,0.7,2.7,0.27,7.2,13.4,0.541,0.518,4.9,7,0.704,3,8.1,11.2,4.6,1.6,0.6,3.2,2.5,21.6
Dana Barros,1994,PG,26,PHI,81,70,31.1,5.1,10.8,0.469,1.7,4.4,0.381,3.4,6.5,0.529,0.546,1.4,1.8,0.8,0.3,2.1,2.4,5.2,1.3,0.1,2.1,1.2,13.3
Jon Barry,1994,SG,24,MIL,72,7,17.3,2.2,5.3,0.414,0.4,1.6,0.278,1.8,3.7,0.472,0.455,1.3,1.7,0.795,0.5,1.5,2,2.3,1.4,0.2,1.2,1.5,6.2
John Battle,1994,SG,31,CLE,51,1,16,2.5,5.4,0.476,0.1,0.4,0.263,2.5,5,0.492,0.485,1.4,1.9,0.753,0.1,0.6,0.8,1.6,0.4,0,0.8,1.3,6.6
Benoit Benjamin,1994,C,29,NJN,77,74,23.6,3.7,7.6,0.48,0,0,,3.7,7.6,0.48,0.48,2,2.8,0.71,1.8,4.7,6.5,0.6,0.5,1.2,1.3,2.6,9.3
Tony Bennett,1994,PG,24,CHH,74,5,13.3,1.4,3.6,0.399,0.4,1,0.36,1.1,2.5,0.415,0.451,0.1,0.2,0.733,0.2,1,1.2,2.2,0.5,0,0.5,1.1,3.4
David Benoit,1994,SF,25,UTA,55,18,19.5,2.5,6.6,0.385,0.2,1.1,0.203,2.3,5.5,0.421,0.402,1.2,1.6,0.773,1.6,3.1,4.7,0.4,0.4,0.7,0.7,2.1,6.5
Rolando Blackman,1994,SG,34,NYK,55,1,17.6,2.9,6.7,0.436,0.5,1.5,0.357,2.4,5.2,0.46,0.477,0.9,1,0.906,0.4,1.3,1.7,1.4,0.5,0.1,0.8,1.8,7.3
Mookie Blaylock,1994,PG,26,ATL,81,81,36,5.5,13.3,0.411,1.4,4.2,0.334,4.1,9.1,0.447,0.464,1.4,2,0.73,1.4,3.8,5.2,9.7,2.6,0.5,2.4,1.8,13.8
Corie Blount,1994,PF,25,CHI,67,8,10.3,1.1,2.6,0.437,0,0,,1.1,2.6,0.437,0.437,0.7,1.1,0.613,1.1,1.8,2.9,0.8,0.3,0.5,0.8,1.4,3
Muggsy Bogues,1994,PG,29,CHH,77,77,35.7,4.6,9.8,0.471,0,0.2,0.167,4.6,9.6,0.476,0.473,1.6,2,0.806,1,3.1,4.1,10.1,1.7,0,2.2,1.9,10.8
Manute Bol,1994,C,31,TOT,14,0,8.3,0.3,1.4,0.211,0,0.2,0,0.3,1.1,0.25,0.211,0,0,,0.2,1.1,1.3,0.1,0.1,1.1,0.4,0.9,0.6
Manute Bol,1994,C,31,MIA,8,0,7.6,0.1,1.5,0.083,0,0.4,0,0.1,1.1,0.111,0.083,0,0,,0.1,1.3,1.4,0,0,0.8,0.6,0.5,0.3
Manute Bol,1994,C,31,WSB,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0.5,0,0.5,0,0.5,0
Manute Bol,1994,C,31,PHI,4,0,12.3,0.8,1.8,0.429,0,0,,0.8,1.8,0.429,0.429,0,0,,0.5,1,1.5,0,0.5,2.3,0,2,1.5
Walter Bond,1994,SG,24,UTA,56,4,10,1.1,2.8,0.404,0.3,1,0.352,0.8,1.8,0.431,0.465,0.6,0.7,0.775,0.4,0.7,1.1,0.6,0.3,0.2,0.3,1.6,3.1
Anthony Bonner,1994,SF,25,NYK,73,38,19.2,2.2,3.9,0.563,0,0,,2.2,3.9,0.563,0.563,0.7,1.4,0.476,2.1,2.7,4.7,1.2,1,0.2,1.2,2.4,5.1
Anthony Bowie,1994,SG,30,ORL,70,0,13.5,2,4.1,0.481,0,0.3,0.056,2,3.9,0.509,0.483,0.6,0.7,0.837,0.4,1.3,1.7,1.5,0.5,0.2,0.8,1.2,4.6
Sam Bowie,1994,C,32,LAL,25,7,22.2,3,6.9,0.436,0,0.2,0.25,3,6.7,0.44,0.439,2.9,3.3,0.867,1.1,4.2,5.2,1.9,0.2,1.1,1.7,2.6,8.9
Shawn Bradley,1994,C,21,PHI,49,45,28.3,4.1,10,0.409,0,0.1,0,4.1,10,0.412,0.409,2.1,3.4,0.607,2,4.2,6.2,2,0.9,3,3,3.5,10.3
Terrell Brandon,1994,PG,23,CLE,73,10,21.2,3.2,7.5,0.42,0.1,0.4,0.219,3.1,7.1,0.432,0.426,1.9,2.2,0.858,0.5,1.7,2.2,3.8,1.2,0.2,1.5,1.5,8.3
Randy Breuer,1994,C,33,SAC,26,3,9.5,0.3,1,0.308,0,0,0,0.3,1,0.32,0.308,0.1,0.5,0.214,0.6,1.6,2.2,0.3,0.2,0.7,0.3,1.2,0.7
Frank Brickowski,1994,C,34,TOT,71,46,29.5,5.2,10.6,0.488,0.1,0.3,0.2,5.1,10.3,0.496,0.491,2.7,3.6,0.768,1.2,4.5,5.7,3.1,1.1,0.4,2.5,3.4,13.2
Frank Brickowski,1994,C,34,MIL,43,40,33.5,5.8,12.1,0.482,0.1,0.4,0.167,5.8,11.7,0.493,0.485,3.4,4.4,0.775,1.2,5.3,6.5,3.8,1.2,0.4,2.9,3.8,15.2
Frank Brickowski,1994,C,34,CHH,28,6,23.3,4.2,8.3,0.502,0,0.1,0.5,4.1,8.3,0.502,0.504,1.7,2.3,0.746,1.1,3.3,4.5,2,1,0.4,2,2.8,10.1
Kevin Brooks,1994,SF,24,DEN,34,0,5.6,1.1,2.9,0.364,0.1,0.7,0.174,0.9,2.2,0.421,0.384,0.3,0.3,0.9,0.1,0.5,0.6,0.1,0,0.1,0.4,0.6,2.5
Scott Brooks,1994,PG,28,HOU,73,0,16.8,1.9,4,0.491,0.3,0.8,0.377,1.6,3.1,0.522,0.531,1,1.2,0.871,0.1,1.3,1.4,2,0.7,0,0.8,1.3,5.2
Chucky Brown,1994,SF,25,DAL,1,0,10,1,1,1,0,0,,1,1,1,1,1,1,1,0,1,1,0,0,0,0,2,3
Dee Brown,1994,SG,25,BOS,77,76,37.2,6.4,13.3,0.48,0.4,1.2,0.313,6,12,0.497,0.495,2.4,2.8,0.831,0.8,3.1,3.9,4.5,2,0.6,1.6,2.7,15.5
Mike Brown,1994,C,30,MIN,82,40,23.4,1.4,3.2,0.427,0,0,0,1.4,3.1,0.43,0.427,0.9,1.4,0.653,1.5,4,5.5,0.9,0.6,0.4,0.9,2.7,3.6
P.J. Brown,1994,C,24,NJN,79,54,24.7,2.1,5.1,0.415,0,0.1,0.167,2.1,5,0.419,0.417,1.5,1.9,0.757,2.4,3.9,6.2,1.2,0.9,1.2,0.9,2.2,5.7
Randy Brown,1994,PG,25,SAC,61,2,17.1,1.8,4.1,0.438,0,0.1,0,1.8,4,0.445,0.438,0.9,1.4,0.609,0.7,1.2,1.8,2.2,1,0.2,1.2,2.2,4.5
Mark Bryant,1994,C,28,POR,79,10,18.2,2.3,4.9,0.482,0,0,0,2.3,4.8,0.483,0.482,0.9,1.3,0.692,1.5,2.5,4,0.5,0.4,0.4,0.8,2.4,5.6
Jud Buechler,1994,SF,25,GSW,36,0,6.1,1.2,2.3,0.5,0.3,0.8,0.414,0.8,1.5,0.545,0.571,0.3,0.6,0.5,0.4,0.5,0.9,0.4,0.2,0,0.3,0.7,2.9
Matt Bullard,1994,PF,26,HOU,65,0,11.2,1.2,3.5,0.345,0.8,2.4,0.325,0.4,1.1,0.389,0.456,0.3,0.4,0.769,0.4,0.9,1.3,1,0.2,0.1,0.4,1,3.5
Evers Burns,1994,PF,22,SAC,23,0,6.2,1,2.4,0.4,0,0,,1,2.4,0.4,0.4,0.5,1,0.522,0.6,0.7,1.3,0.4,0.3,0.1,0.3,1.4,2.4
Scott Burrell,1994,SF,23,CHH,51,16,15,1.9,4.6,0.419,0,0.1,0.333,1.9,4.5,0.421,0.423,0.9,1.4,0.657,0.9,1.7,2.6,1.2,0.7,0.3,0.9,1.7,4.8
Willie Burton,1994,SF,25,MIA,53,1,13.2,2.3,5.3,0.438,0.1,0.3,0.2,2.3,5.1,0.451,0.443,2.3,3,0.759,0.9,1.6,2.6,0.7,0.3,0.4,1,1.8,7
Mitchell Butler,1994,SG,23,WSB,75,19,17.6,2.8,5.6,0.495,0,0.1,0,2.8,5.5,0.501,0.495,1.4,2.4,0.578,1.4,1.6,3,1,0.7,0.3,1.2,1.7,6.9
Michael Cage,1994,C,32,SEA,82,42,20.8,2.1,3.8,0.545,0,0,0,2.1,3.8,0.546,0.545,0.4,0.9,0.486,2,3.4,5.4,0.5,0.9,0.5,0.6,2.2,4.6
Elden Campbell,1994,PF,25,LAL,76,74,29.6,4.9,10.6,0.462,0,0,0,4.9,10.6,0.463,0.462,2.5,3.6,0.689,2.2,4.6,6.8,1.1,0.8,1.9,1.3,3.2,12.3
Tony Campbell,1994,SF,31,TOT,63,14,19.3,3.6,8.1,0.443,0.1,0.4,0.25,3.5,7.7,0.455,0.45,1.5,1.9,0.783,1.2,1.7,3,1.3,0.8,0.2,1.3,2.1,8.8
Tony Campbell,1994,SF,31,NYK,22,11,17.2,2.9,5.8,0.492,0,0.1,0.333,2.8,5.7,0.496,0.496,1.4,1.7,0.811,1.3,1.5,2.7,1.4,0.9,0,1.3,2.7,7.1
Tony Campbell,1994,SF,31,DAL,41,3,20.4,4,9.4,0.427,0.1,0.6,0.24,3.9,8.8,0.44,0.435,1.6,2,0.771,1.2,1.9,3.1,1.2,0.7,0.3,1.3,1.8,9.7
Antoine Carr,1994,PF,32,SAS,34,0,13.7,2.3,4.7,0.488,0,0,0,2.3,4.7,0.491,0.488,1.2,1.7,0.724,0.4,1.1,1.5,0.4,0.3,0.6,0.4,2.2,5.8
Bill Cartwright,1994,C,36,CHI,42,41,18.6,2.3,4.5,0.513,0,0,,2.3,4.5,0.513,0.513,0.9,1.4,0.684,1,2.6,3.6,1.4,0.2,0.2,1.2,2,5.6
Sam Cassell,1994,PG,24,HOU,66,6,17,2.5,5.9,0.418,0.4,1.3,0.295,2.1,4.5,0.453,0.451,1.4,1.6,0.841,0.4,1.7,2,2.9,0.9,0.1,1.4,2.1,6.7
Duane Causwell,1994,C,25,SAC,41,8,16.4,1.7,3.3,0.518,0,0,,1.7,3.3,0.518,0.518,1,1.7,0.588,1.7,2.9,4.5,0.3,0.5,1.2,0.8,2.7,4.4
Cedric Ceballos,1994,SF,24,PHO,53,43,30.2,8,15,0.535,0,0.2,0,8,14.8,0.541,0.535,3,4.2,0.724,2.9,3.6,6.5,1.7,1.1,0.4,1.8,2.3,19.1
Tom Chambers,1994,PF,34,UTA,80,0,23,4.1,9.4,0.44,0.2,0.6,0.311,3.9,8.8,0.448,0.449,2.8,3.5,0.786,1.1,3,4.1,1,0.5,0.4,1.1,2.9,11.2
Rex Chapman,1994,SG,26,WSB,60,59,33.8,7.2,14.4,0.498,1.1,2.8,0.388,6.1,11.7,0.524,0.535,2.8,3.4,0.816,1,1.5,2.4,3.1,1,0.1,2,1.4,18.2
Calbert Cheaney,1994,SG,22,WSB,65,21,24.7,5,10.7,0.47,0,0.4,0.043,5,10.4,0.484,0.471,1.9,2.5,0.77,1.4,1.6,2.9,1.9,1,0.2,1.7,2.3,12
Pete Chilcutt,1994,PF,25,TOT,76,24,18,2.7,5.9,0.453,0,0.2,0.2,2.6,5.7,0.462,0.456,0.5,0.9,0.631,1.7,3.2,4.9,1.1,0.7,0.5,1,2.2,5.9
Pete Chilcutt,1994,PF,25,SAC,46,24,21.2,3.3,7.1,0.463,0,0,0,3.3,7.1,0.465,0.463,0.7,1.1,0.596,2.2,3.7,5.9,1.5,0.9,0.6,1.2,2.5,7.3
Pete Chilcutt,1994,PF,25,DET,30,0,13,1.7,4,0.425,0.1,0.5,0.214,1.6,3.5,0.453,0.438,0.3,0.4,0.769,1,2.4,3.3,0.5,0.3,0.4,0.6,1.6,3.8
Doug Christie,1994,SG,23,LAL,65,34,23.3,3.8,8.6,0.434,0.6,1.8,0.328,3.2,6.8,0.463,0.469,2.2,3.2,0.697,1.4,2.2,3.6,2.1,1.4,0.4,2.2,2.9,10.3
Ben Coleman,1994,PF,32,DET,9,0,8.6,1.3,2.8,0.48,0,0,,1.3,2.8,0.48,0.48,0.4,0.9,0.5,1.1,1.8,2.9,0,0.2,0.2,0.8,1,3.1
Derrick Coleman,1994,PF,26,NJN,77,77,36.1,7,15.7,0.447,0.5,1.6,0.314,6.5,14.1,0.462,0.463,5.7,7.4,0.774,3.4,7.9,11.3,3.4,0.9,1.8,2.7,2.7,20.2
Bimbo Coles,1994,PG,25,MIA,76,4,22.7,3.1,6.8,0.449,0.3,1.3,0.202,2.8,5.5,0.507,0.468,1.3,1.7,0.779,0.7,1.4,2.1,3.5,1,0.2,1.4,1.7,7.7
Marty Conlon,1994,C,26,TOT,30,9,19.3,3.2,5.5,0.576,0,0.1,0,3.2,5.4,0.583,0.576,1.4,1.8,0.811,1.8,2.9,4.6,1.1,0.3,0.3,1.1,2.3,7.8
Marty Conlon,1994,C,26,CHH,16,8,23.6,4.1,6.8,0.606,0,0.1,0,4.1,6.8,0.611,0.606,1.9,2.4,0.816,2.1,3.4,5.6,1.8,0.3,0.4,1.4,2.3,10.2
Marty Conlon,1994,C,26,WSB,14,1,14.4,2.1,4,0.518,0,0.1,0,2.1,3.9,0.527,0.518,0.9,1.1,0.8,1.4,2.2,3.6,0.4,0.3,0.1,0.7,2.4,5
Lester Conner,1994,PG,34,IND,11,0,15.4,1.3,3.5,0.368,0,0.3,0,1.3,3.2,0.4,0.368,0.3,0.5,0.5,0.9,1.3,2.2,2.8,1.3,0.1,0.8,1.1,2.8
Anthony Cook,1994,PF,26,TOT,25,0,8.1,1,2.2,0.481,0,0,0,1,2.1,0.491,0.481,0.4,1,0.4,0.8,1.4,2.2,0.2,0.1,0.6,0.5,0.9,2.5
Anthony Cook,1994,PF,26,ORL,2,0,1,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,1,0.5,0,0
Anthony Cook,1994,PF,26,MIL,23,0,8.7,1.1,2.3,0.491,0,0,0,1.1,2.3,0.5,0.491,0.4,1.1,0.4,0.9,1.6,2.4,0.2,0.1,0.5,0.5,1,2.7
Duane Cooper,1994,PG,24,PHO,23,2,5.9,0.8,1.8,0.439,0,0.3,0.143,0.7,1.5,0.5,0.451,0.5,0.7,0.733,0.1,0.3,0.4,1.2,0.1,0,0.9,0.5,2.1
Tyrone Corbin,1994,SF,31,UTA,82,17,26.2,3.3,7.2,0.456,0.1,0.4,0.207,3.2,6.8,0.469,0.461,1.4,1.8,0.813,1.8,2.9,4.7,1.5,1.2,0.3,1.1,2.6,8
Chris Corchiani,1994,PG,25,BOS,51,0,9.2,0.8,1.8,0.426,0.2,0.7,0.289,0.6,1.1,0.518,0.484,0.5,0.7,0.684,0.2,0.7,0.9,1.7,0.4,0,0.7,0.9,2.3
Joe Courtney,1994,PF,24,TOT,52,1,6.6,1.3,2.8,0.453,0,0.1,0.667,1.3,2.8,0.448,0.459,0.6,0.9,0.681,0.5,0.5,1.1,0.3,0.2,0.2,0.4,0.8,3.2
Joe Courtney,1994,PF,24,PHO,33,1,5.1,1.2,2.4,0.513,0,0,,1.2,2.4,0.513,0.513,0.7,1,0.719,0.4,0.4,0.8,0.3,0.1,0.2,0.3,0.7,3.1
Joe Courtney,1994,PF,24,MIL,19,0,9.3,1.4,3.7,0.386,0.1,0.2,0.667,1.3,3.5,0.373,0.4,0.5,0.8,0.6,0.7,0.8,1.5,0.3,0.4,0.3,0.6,1.1,3.4
John Crotty,1994,PG,24,UTA,45,0,7,1,2.2,0.455,0.2,0.5,0.458,0.8,1.7,0.453,0.51,0.7,0.8,0.861,0.2,0.4,0.7,1.7,0.3,0,0.6,0.8,2.9
Terry Cummings,1994,PF,32,SAS,59,29,19.2,3.1,7.3,0.428,0,0,0,3.1,7.2,0.43,0.428,1.1,1.8,0.589,2.2,2.8,5,0.8,0.5,0.2,1,2.3,7.3
Earl Cureton,1994,PF,36,HOU,2,0,15,1,4,0.25,0,0,,1,4,0.25,0.25,0,1,0,2,4,6,0,0,0,0.5,2,2
Dell Curry,1994,SG,29,CHH,82,0,26.5,6.5,14.3,0.455,1.9,4.6,0.402,4.6,9.7,0.48,0.52,1.4,1.6,0.873,0.9,2.3,3.2,2.7,1.2,0.3,1.5,2,16.3
Michael Curry,1994,SG,25,PHI,10,0,4.3,0.3,1.4,0.214,0,0.2,0,0.3,1.2,0.25,0.214,0.3,0.4,0.75,0,0.1,0.1,0.1,0.1,0,0.3,0.6,0.9
Lloyd Daniels,1994,SG,26,SAS,65,5,15.1,2.2,5.7,0.376,0.7,1.9,0.352,1.5,3.8,0.389,0.435,0.7,1,0.719,0.7,1,1.7,1.4,0.4,0.2,0.9,1.1,5.7
Brad Daugherty,1994,C,28,CLE,50,50,36.8,5.9,12.1,0.488,0,0,,5.9,12.1,0.488,0.488,5.1,6.5,0.785,2.6,7.6,10.2,3,0.8,0.7,2.2,2.9,17
Antonio Davis,1994,PF,25,IND,81,4,21.4,2.7,5.2,0.508,0,0,0,2.7,5.2,0.509,0.508,2.4,3.7,0.642,2.3,3.9,6.2,0.7,0.6,1,1.3,2.3,7.7
Brian Davis,1994,SF,23,MIN,68,3,5.5,0.6,1.9,0.317,0,0,0.333,0.6,1.8,0.317,0.321,0.7,1,0.735,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0.5,1.9
Dale Davis,1994,PF,24,IND,66,64,34.7,4.7,8.8,0.529,0,0,0,4.7,8.8,0.53,0.529,2.3,4.5,0.527,4.2,6.6,10.9,1.5,0.7,1.6,1.5,3.2,11.7
Hubert Davis,1994,SG,23,NYK,56,27,23.8,4.3,9,0.471,0.9,2.4,0.402,3.3,6.7,0.496,0.524,1.5,1.8,0.825,0.4,0.8,1.2,2.9,0.7,0.1,1.4,2.1,11
Terry Davis,1994,PF,26,DAL,15,5,19.1,1.6,3.9,0.407,0,0,,1.6,3.9,0.407,0.407,0.5,0.8,0.667,2,2.9,4.9,0.4,0.6,0.1,0.3,1.8,3.7
Johnny Dawkins,1994,PG,30,PHI,72,12,18.7,2.5,5.9,0.418,0.5,1.5,0.352,1.9,4.4,0.44,0.462,1.2,1.4,0.84,0.4,1.3,1.7,3.7,0.9,0.1,1.5,1,6.6
Todd Day,1994,SG,24,MIL,76,39,28,4.6,11.1,0.415,0.4,1.9,0.223,4.2,9.2,0.456,0.435,3,4.4,0.698,1.5,2.6,4.1,1.8,1.4,0.7,1.7,2.9,12.7
Terry Dehere,1994,PG,22,LAC,64,6,11.9,2,5.3,0.377,0.4,0.9,0.404,1.7,4.5,0.372,0.411,1,1.3,0.753,0.4,0.7,1.1,1.2,0.4,0,1,1.1,5.3
Vinny Del Negro,1994,SG,27,SAS,77,56,25.3,4,8.2,0.487,0.2,0.6,0.349,3.8,7.7,0.497,0.499,1.8,2.2,0.824,0.4,1.7,2.1,4.2,0.8,0,1.3,2.2,10
Bison Dele,1994,C,24,DEN,80,1,18.8,3.1,5.8,0.541,0,0,0,3.1,5.8,0.544,0.541,1.7,2.6,0.649,1.7,3.9,5.6,0.6,0.6,1.1,1.3,2.8,8
Dell Demps,1994,PG,23,GSW,2,0,5.5,1,3,0.333,0,0,,1,3,0.333,0.333,0,1,0,0,0,0,0.5,1,0,0.5,0.5,2
Vlade Divac*,1994,C,25,LAL,79,73,34,5.7,11.3,0.506,0.1,0.6,0.191,5.6,10.7,0.524,0.511,2.6,3.8,0.686,3.6,7.2,10.8,3.9,1.2,1.4,2.4,3.6,14.2
Sherman Douglas,1994,PG,27,BOS,78,78,35.8,5.4,11.8,0.462,0.2,0.7,0.232,5.3,11.1,0.477,0.47,2.3,3.5,0.641,0.9,1.6,2.5,8.8,1.1,0.1,3,2.2,13.3
Greg Dreiling,1994,C,31,DAL,54,19,12.7,1,1.9,0.5,0,0,1,0.9,1.9,0.495,0.505,0.5,0.7,0.711,0.9,2.3,3.1,0.6,0.3,0.4,0.8,2.9,2.4
Clyde Drexler*,1994,SG,31,POR,68,68,34.3,7,16.3,0.428,1,3.2,0.324,5.9,13,0.454,0.46,4.2,5.4,0.777,2.3,4.3,6.5,4.9,1.4,0.5,2.5,3,19.2
Kevin Duckworth,1994,C,29,WSB,69,52,21.5,2.7,6.4,0.417,0,0,,2.7,6.4,0.417,0.417,1.3,1.9,0.667,1.5,3.2,4.7,0.8,0.5,0.5,1.5,3.2,6.6
Chris Dudley,1994,C,28,POR,6,3,14.3,1,4.2,0.24,0,0,,1,4.2,0.24,0.24,0.3,0.7,0.5,2.7,1.3,4,0.8,0.7,0.5,0.3,3,2.3
Joe Dumars*,1994,SG,30,DET,69,69,37.6,7.3,16.2,0.452,1.8,4.6,0.388,5.5,11.6,0.477,0.507,4,4.8,0.836,0.5,1.7,2.2,3.8,0.9,0.1,2.3,1.7,20.4
Acie Earl,1994,C,23,BOS,74,8,15.5,2,5,0.406,0,0,0,2,5,0.407,0.406,1.5,2.2,0.675,1.1,2.2,3.3,0.2,0.3,0.7,1,2.4,5.5
