Player,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Marcus Banks,2008,PG,26,MIA,12,2,21.6,3.5,6.8,0.512,1.3,3.1,0.405,2.3,3.8,0.6,0.604,1.3,1.6,0.789,0.1,2,2.1,3,0.5,0.4,1.8,2.3,9.5
Leandro Barbosa,2008,SG,25,PHO,82,12,29.5,5.8,12.5,0.462,2,5.1,0.389,3.8,7.3,0.514,0.543,2.1,2.6,0.822,0.5,2.3,2.8,2.6,0.9,0.2,1.4,2.4,15.6
J.J. Barea,2008,PG,23,DAL,44,9,10.5,1.6,3.9,0.418,0.5,1.2,0.389,1.1,2.6,0.431,0.479,0.6,0.8,0.8,0.1,1,1.1,1.3,0.3,0,0.8,1.1,4.3
Andrea Bargnani,2008,PF,22,TOR,78,53,23.9,3.6,9.3,0.386,1.2,3.3,0.345,2.4,5.9,0.409,0.448,1.8,2.2,0.84,0.6,3.1,3.7,1.1,0.3,0.5,1.1,2.7,10.2
Matt Barnes,2008,PF,27,GSW,73,18,19.4,2.6,6.1,0.423,0.7,2.5,0.293,1.8,3.6,0.513,0.483,0.8,1.1,0.747,1.3,3.2,4.4,1.9,0.7,0.5,1.2,2.2,6.7
Andre Barrett,2008,PG,25,LAC,4,0,6.3,0.5,1.3,0.4,0.3,0.8,0.333,0.3,0.5,0.5,0.5,0.3,0.5,0.5,0,0.3,0.3,1.8,0,0,0.3,0.3,1.5
Earl Barron,2008,C,26,MIA,46,15,19.3,2.9,7.1,0.404,0,0.3,0.077,2.8,6.8,0.417,0.405,1.3,1.9,0.701,1.5,2.8,4.3,0.6,0.4,0.2,1,2.5,7.1
Brent Barry,2008,SF,36,SAS,31,1,17.9,2.5,5.2,0.481,1.5,3.6,0.429,0.9,1.5,0.604,0.631,0.6,0.6,0.95,0.4,1.4,1.8,1.7,0.5,0.1,0.6,1.4,7.1
Brandon Bass,2008,C,22,DAL,79,1,19.7,3.1,6.2,0.499,0,0.1,0,3.1,6.2,0.503,0.499,2.1,2.5,0.822,1.5,2.9,4.4,0.7,0.3,0.6,1,1.9,8.3
Maceo Baston,2008,PF,32,TOR,15,2,6.9,1.1,1.7,0.68,0,0,,1.1,1.7,0.68,0.68,0.5,0.7,0.7,0.6,1.1,1.7,0.2,0.1,0.3,0.3,1.3,2.7
Shane Battier,2008,SF,29,HOU,80,78,36.3,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.54,0.9,1.3,0.743,1.6,3.5,5.1,1.9,1,1.1,1,2.5,9.3
Marco Belinelli,2008,SG,21,GSW,33,0,7.3,1.1,2.8,0.387,0.5,1.2,0.39,0.6,1.6,0.385,0.473,0.2,0.3,0.778,0.1,0.3,0.4,0.5,0.2,0,0.4,0.5,2.9
Charlie Bell,2008,SG,28,MIL,68,5,23.9,2.7,7.1,0.381,1.1,3.2,0.341,1.6,4,0.413,0.457,1,1.3,0.805,0.5,2,2.5,3.1,0.8,0,1.1,1.8,7.6
Raja Bell,2008,SG,31,PHO,75,75,35.3,4.2,10,0.421,2.3,5.9,0.401,1.9,4.2,0.449,0.538,1.1,1.2,0.868,0.6,3,3.7,2.2,0.7,0.4,0.9,2.9,11.9
Mike Bibby,2008,PG,29,TOT,48,44,32.8,5.2,12.6,0.411,1.9,5.2,0.375,3.2,7.4,0.437,0.488,1.6,2.1,0.78,0.3,3,3.3,6,1.1,0.1,2.5,2,13.9
Mike Bibby,2008,PG,29,SAC,15,12,31.5,5.2,12.8,0.406,1.6,4.1,0.393,3.6,8.7,0.412,0.469,1.5,2.1,0.742,0.7,3,3.7,5,1.3,0.1,2.5,2.3,13.5
Mike Bibby,2008,PG,29,ATL,33,32,33.3,5.2,12.5,0.414,2.1,5.7,0.369,3.1,6.8,0.451,0.498,1.7,2.1,0.797,0.2,3,3.2,6.5,1.1,0.1,2.5,1.9,14.1
Andris Biedriņš,2008,C,21,GSW,76,59,27.3,4.5,7.1,0.626,0,0,,4.5,7.1,0.626,0.626,1.5,2.5,0.62,3.4,6.4,9.8,1,0.7,1.2,1.1,3.4,10.5
Chauncey Billups,2008,PG,31,DET,78,78,32.3,5,11.2,0.448,1.8,4.4,0.401,3.3,6.9,0.479,0.526,5.1,5.6,0.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17
Steve Blake,2008,PG,27,POR,81,78,29.9,3.2,7.9,0.408,1.5,3.7,0.406,1.7,4.2,0.409,0.502,0.6,0.8,0.766,0.4,2,2.4,5.1,0.7,0,1.4,1.6,8.5
Andray Blatche,2008,PF,21,WAS,82,15,20.4,3.1,6.5,0.474,0,0.2,0.231,3.1,6.4,0.48,0.477,1.3,1.9,0.695,2,3.2,5.2,1.1,0.6,1.4,1.4,3.1,7.5
Mark Blount,2008,C,32,MIA,69,46,22.3,3.4,7.5,0.462,0.2,0.6,0.386,3.2,6.8,0.469,0.479,1.3,2,0.638,1,2.8,3.8,0.6,0.5,0.5,1,1.9,8.4
Keith Bogans,2008,SG,27,ORL,82,35,26.8,2.9,7.2,0.41,1.8,5,0.362,1.1,2.2,0.52,0.536,1,1.3,0.736,0.5,2.7,3.2,1.3,0.7,0.1,0.6,2,8.7
Andrew Bogut,2008,C,23,MIL,78,78,34.9,6,11.7,0.511,0,0.1,0,6,11.6,0.515,0.511,2.4,4.1,0.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3
Matt Bonner,2008,PF,27,SAS,68,3,12.5,1.8,4.3,0.416,0.7,2,0.336,1.1,2.3,0.487,0.495,0.6,0.6,0.864,0.8,2,2.8,0.5,0.2,0.3,0.6,1.6,4.8
Josh Boone,2008,PF,23,NJN,70,53,25.3,3.4,6.2,0.548,0,0,,3.4,6.2,0.548,0.548,1.4,3.1,0.456,2.7,4.5,7.3,0.8,0.5,0.9,1,2.2,8.2
Calvin Booth,2008,C,31,PHI,31,0,6.6,0.3,0.9,0.333,0,0,,0.3,0.9,0.333,0.333,0.2,0.3,0.6,0.2,1,1.2,0.3,0.2,0.6,0.1,1.1,0.8
Carlos Boozer,2008,PF,26,UTA,81,81,34.9,8.8,16,0.547,0,0,0,8.8,16,0.547,0.547,3.6,4.9,0.738,2.4,8,10.4,2.9,1.2,0.5,2.6,3.6,21.1
Chris Bosh*,2008,C,23,TOR,67,67,36.2,7.6,15.3,0.494,0.1,0.4,0.4,7.4,15,0.496,0.499,7,8.3,0.844,2.6,6.1,8.7,2.6,0.9,1,2.3,2.3,22.3
Bruce Bowen,2008,SF,36,SAS,81,81,30.2,2.1,5.3,0.407,1.1,2.7,0.419,1,2.6,0.394,0.512,0.6,0.9,0.652,0.4,2.5,2.9,1.1,0.7,0.3,0.6,2.2,6
Ryan Bowen,2008,SF,32,NOH,53,4,12.5,0.9,1.9,0.49,0,0,0,0.9,1.9,0.495,0.49,0.3,0.5,0.552,1,0.8,1.9,0.5,0.6,0.2,0.3,1.5,2.2
Earl Boykins,2008,PG,31,CHA,36,0,16,1.7,4.8,0.355,0.4,1.2,0.318,1.3,3.6,0.367,0.395,1.4,1.6,0.831,0.3,0.7,0.9,2.7,0.4,0,1.1,0.6,5.1
Elton Brand,2008,PF,28,LAC,8,6,34.3,6.5,14.3,0.456,0,0,,6.5,14.3,0.456,0.456,4.6,5.9,0.787,2.6,5.4,8,2,0.4,1.9,2.1,2.6,17.6
Corey Brewer,2008,SF,21,MIN,79,35,22.8,2.3,6.2,0.374,0.1,0.5,0.194,2.2,5.7,0.389,0.382,1.1,1.4,0.8,1,2.7,3.7,1.4,1,0.3,1.1,2.4,5.8
Ronnie Brewer,2008,SG,22,UTA,76,76,27.5,4.7,8.3,0.558,0.1,0.7,0.22,4.5,7.7,0.587,0.567,2.6,3.4,0.759,1.3,1.6,2.9,1.8,1.7,0.3,0.9,1.4,12
Primož Brezec,2008,C,28,TOT,50,18,9.5,0.9,1.9,0.468,0,0,,0.9,1.9,0.468,0.468,0.5,0.8,0.6,0.6,1,1.6,0.2,0.1,0.1,0.5,1.7,2.2
Primož Brezec,2008,C,28,CHA,20,18,13.4,0.9,2.2,0.395,0,0,,0.9,2.2,0.395,0.395,0.2,0.3,0.6,0.7,1.5,2.2,0.3,0,0.2,0.8,1.8,1.9
Primož Brezec,2008,C,28,DET,17,0,5.8,0.6,0.8,0.769,0,0,,0.6,0.8,0.769,0.769,0.4,0.8,0.5,0.4,0.7,1.1,0.2,0.1,0.1,0.3,1.4,1.6
Primož Brezec,2008,C,28,TOR,13,0,8.5,1.3,2.9,0.447,0,0,,1.3,2.9,0.447,0.447,1.1,1.6,0.667,0.7,0.7,1.4,0.1,0.1,0.2,0.3,1.9,3.7
Aaron Brooks,2008,PG,23,HOU,51,0,11.9,1.8,4.4,0.413,0.7,2.1,0.33,1.1,2.3,0.491,0.493,0.8,1,0.857,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1.4,5.2
Andre Brown,2008,PF,26,MEM,33,1,8.7,1.2,2.4,0.5,0,0,,1.2,2.4,0.5,0.5,0.7,1.5,0.449,1.1,1.7,2.8,0.2,0.2,0.1,0.4,1.2,3
Devin Brown,2008,SG,29,CLE,78,20,22.6,2.8,6.8,0.409,0.6,1.9,0.308,2.2,4.9,0.447,0.451,1.4,1.8,0.754,0.8,2.5,3.4,2.2,0.7,0.1,1.3,1.8,7.5
Kwame Brown,2008,C,25,TOT,38,15,18.8,1.9,3.7,0.507,0,0,,1.9,3.7,0.507,0.507,1.1,2.6,0.408,1.3,3.6,4.9,1.2,0.6,0.6,1.3,2.2,4.8
Kwame Brown,2008,C,25,LAL,23,14,22.1,2.3,4.5,0.515,0,0,,2.3,4.5,0.515,0.515,1.1,2.8,0.406,1.3,4.3,5.7,1.2,0.7,0.8,1.6,2.5,5.7
Kwame Brown,2008,C,25,MEM,15,1,13.6,1.3,2.6,0.487,0,0,,1.3,2.6,0.487,0.487,0.9,2.3,0.412,1.3,2.5,3.8,1.1,0.4,0.3,0.9,1.6,3.5
P.J. Brown,2008,PF,38,BOS,18,0,11.6,0.8,2.3,0.341,0,0.1,0,0.8,2.2,0.35,0.341,0.6,0.9,0.688,1.6,2.2,3.8,0.6,0.3,0.4,0.6,1.6,2.2
Shannon Brown,2008,SG,22,TOT,21,4,11.4,2.1,6,0.349,0.4,1.4,0.3,1.7,4.6,0.365,0.385,0.8,1.4,0.586,0.3,0.7,1,0.8,0.5,0.1,1.1,1.4,5.4
Shannon Brown,2008,SG,22,CLE,15,4,14.5,2.7,7.4,0.369,0.6,1.9,0.31,2.1,5.5,0.39,0.41,0.9,1.5,0.609,0.3,0.9,1.2,1.1,0.7,0.1,1.3,1.8,7
Shannon Brown,2008,SG,22,CHI,6,0,3.7,0.5,2.5,0.2,0,0.2,0,0.5,2.3,0.214,0.2,0.5,1,0.5,0.2,0.2,0.3,0,0.2,0.3,0.8,0.3,1.5
Kobe Bryant*,2008,SG,29,LAL,82,82,38.9,9.5,20.6,0.459,1.8,5.1,0.361,7.6,15.5,0.49,0.503,7.6,9,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3
Greg Buckner,2008,SG,31,MIN,31,4,16.8,1.5,3.8,0.385,0.5,1.6,0.3,1,2.2,0.448,0.449,0.6,0.7,0.864,0.3,1.8,2.1,1.3,0.7,0.1,0.9,2,4
Caron Butler,2008,SF,27,WAS,58,58,39.9,7.6,16.3,0.466,1.1,3.2,0.357,6.4,13.1,0.492,0.501,4.1,4.5,0.901,1.6,5.1,6.7,4.9,2.2,0.3,2.6,2.8,20.3
Rasual Butler,2008,SF,28,NOH,51,8,17.2,1.8,5.1,0.35,0.9,2.6,0.331,0.9,2.5,0.37,0.435,0.5,0.6,0.839,0.3,1.6,2,0.7,0.3,0.4,0.2,1.3,4.9
Andrew Bynum,2008,C,20,LAL,35,25,28.8,5.4,8.5,0.636,0,0,,5.4,8.5,0.636,0.636,2.3,3.4,0.695,3,7.2,10.2,1.7,0.3,2.1,1.5,2.8,13.1
José Calderón,2008,PG,26,TOR,82,56,30.3,4.5,8.6,0.519,1,2.2,0.429,3.5,6.4,0.551,0.575,1.3,1.5,0.908,0.4,2.5,2.9,8.3,1.1,0.1,1.5,1.6,11.2
Marcus Camby,2008,C,33,DEN,79,79,34.9,3.6,8,0.45,0.1,0.3,0.3,3.5,7.8,0.455,0.455,1.8,2.6,0.708,2.9,10.2,13.1,3.3,1.1,3.6,1.5,2.7,9.1
Brian Cardinal,2008,PF,30,MEM,37,1,11.9,1.2,3.4,0.341,0.7,2.2,0.309,0.5,1.2,0.4,0.44,0.4,0.5,0.684,0.7,1.9,2.6,0.6,0.3,0.1,0.6,1.7,3.4
Rodney Carney,2008,SF,23,PHI,70,6,14.8,2.3,5.6,0.403,0.5,1.7,0.317,1.7,3.9,0.441,0.452,0.8,1.2,0.679,0.7,1.4,2.1,0.5,0.6,0.3,0.5,1.4,5.8
Matt Carroll,2008,SG,27,CHA,80,18,25.2,3.2,7.4,0.428,1.3,3,0.436,1.8,4.4,0.422,0.517,1.4,1.7,0.804,0.4,2.4,2.8,0.9,0.6,0.2,0.7,2.3,9
Anthony Carter,2008,PG,32,DEN,70,67,28,3.1,6.8,0.458,0.6,1.8,0.349,2.5,5,0.499,0.505,0.9,1.2,0.753,0.4,2.5,2.9,5.5,1.5,0.4,1.8,2.5,7.8
Vince Carter,2008,SG,31,NJN,76,72,38.9,7.7,16.9,0.456,1.3,3.6,0.359,6.4,13.3,0.482,0.494,4.6,5.6,0.816,1.5,4.5,6,5.1,1.2,0.4,2.4,3.2,21.3
Sam Cassell,2008,PG,38,TOT,55,34,23.2,4.2,9.7,0.438,0.4,1.4,0.303,3.8,8.3,0.461,0.46,2.3,2.6,0.882,0.3,2.2,2.5,3.9,0.7,0.1,1.8,1.8,11.2
Sam Cassell,2008,PG,38,LAC,38,33,25.7,4.8,10.6,0.455,0.4,1.4,0.259,4.4,9.2,0.486,0.473,2.8,3.1,0.891,0.3,2.4,2.8,4.7,0.7,0.1,2.1,1.8,12.8
Sam Cassell,2008,PG,38,BOS,17,1,17.6,2.9,7.6,0.385,0.5,1.3,0.409,2.4,6.4,0.38,0.419,1.2,1.5,0.84,0.3,1.5,1.8,2.1,0.5,0.2,1.1,1.7,7.6
Tyson Chandler,2008,C,25,NOH,79,79,35.2,4.8,7.7,0.623,0,0,0,4.8,7.6,0.624,0.623,2.2,3.7,0.593,4.1,7.7,11.7,1,0.6,1.1,1.7,3.1,11.8
Wilson Chandler,2008,SF,20,NYK,35,16,19.6,3,6.9,0.438,0.3,0.9,0.3,2.8,6.1,0.458,0.457,1,1.5,0.63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,2.4,7.3
Josh Childress,2008,SF,24,ATL,76,0,29.9,4.3,7.5,0.571,0.3,0.8,0.367,4,6.8,0.595,0.59,2.9,3.6,0.807,2.3,2.6,4.9,1.5,0.9,0.6,1.3,1.7,11.8
Jarron Collins,2008,C,29,UTA,70,9,10,0.5,1.2,0.439,0,0,0,0.5,1.2,0.444,0.439,0.7,1.1,0.622,0.6,1.1,1.7,0.5,0.1,0.1,0.3,1.5,1.7
Jason Collins,2008,C,29,TOT,74,26,15.8,0.7,1.5,0.469,0,0,0,0.7,1.5,0.473,0.469,0.5,1,0.459,0.9,1.5,2.4,0.3,0.3,0.3,0.6,2.6,1.9
Jason Collins,2008,C,29,NJN,43,23,15.9,0.5,1.3,0.426,0,0,,0.5,1.3,0.426,0.426,0.3,0.8,0.389,0.8,1.3,2.1,0.4,0.3,0.2,0.5,2.6,1.4
Jason Collins,2008,C,29,MEM,31,3,15.7,1,1.9,0.508,0,0,0,1,1.9,0.517,0.508,0.6,1.2,0.526,0.9,1.9,2.9,0.2,0.4,0.5,0.8,2.7,2.6
Mardy Collins,2008,SG,23,NYK,46,8,13.8,1.2,3.8,0.326,0.2,0.7,0.25,1.1,3.1,0.343,0.349,0.5,0.8,0.605,0.4,1.2,1.6,1.9,0.5,0.2,1.2,1.2,3.2
Nick Collison,2008,PF,27,SEA,78,35,28.5,4.1,8.2,0.502,0,0,0,4.1,8.2,0.504,0.502,1.6,2.1,0.737,3.3,6.1,9.4,1.4,0.6,0.8,1.5,3.2,9.8
Mike Conley,2008,PG,20,MEM,53,46,26.1,3.6,8.3,0.428,0.6,1.7,0.33,3,6.6,0.453,0.462,1.7,2.3,0.732,0.4,2.2,2.6,4.2,0.8,0,1.7,1.6,9.4
Brian Cook,2008,PF,27,TOT,51,2,12.3,1.7,4.6,0.376,0.8,2.3,0.374,0.9,2.3,0.378,0.468,0.4,0.4,0.905,0.5,1.6,2.1,0.5,0.3,0.2,0.8,1.8,4.7
Brian Cook,2008,PF,27,LAL,6,2,11.7,0.7,3.5,0.19,0.3,1.7,0.2,0.3,1.8,0.182,0.238,0.7,0.7,1,0.7,1,1.7,0.5,0.3,0,0.7,1,2.3
Brian Cook,2008,PF,27,ORL,45,0,12.4,1.9,4.7,0.394,0.9,2.3,0.39,1,2.4,0.398,0.491,0.3,0.4,0.882,0.5,1.7,2.2,0.5,0.2,0.3,0.8,1.9,5
Daequan Cook,2008,SG,20,MIA,59,19,24.4,3.3,8.7,0.381,1.3,4,0.332,2,4.7,0.424,0.458,0.8,1,0.825,0.3,2.7,3,1.3,0.4,0.2,1.1,2.7,8.8
Jamal Crawford,2008,SG,27,NYK,80,80,39.9,7.1,17.4,0.41,2.2,6.2,0.356,4.9,11.2,0.439,0.473,4.1,4.8,0.864,0.5,2.1,2.6,5,1,0.2,2.4,1.8,20.6
Javaris Crittenton,2008,SG,20,TOT,50,0,13.6,2,4.7,0.421,0.2,0.7,0.27,1.8,3.9,0.449,0.442,1.4,2.1,0.692,0.5,1.7,2.2,1,0.4,0,1.1,0.9,5.6
Javaris Crittenton,2008,SG,20,LAL,22,0,7.8,1.2,2.4,0.491,0,0.1,0.333,1.1,2.3,0.5,0.5,0.9,1.3,0.679,0.3,0.6,1,0.8,0.3,0,1,0.5,3.3
Javaris Crittenton,2008,SG,20,MEM,28,0,18.1,2.6,6.4,0.4,0.3,1.2,0.265,2.3,5.2,0.432,0.425,1.9,2.7,0.697,0.7,2.5,3.2,1.2,0.4,0.1,1.2,1.3,7.4
Austin Croshere,2008,PF,32,GSW,44,0,10.4,1.4,3.1,0.445,0.5,1.4,0.361,0.9,1.7,0.513,0.526,0.7,0.7,0.906,0.8,1.6,2.4,0.7,0.2,0.1,0.5,1.4,3.9
Eddy Curry,2008,C,25,NYK,59,58,25.9,5,9.2,0.546,0,0,,5,9.2,0.546,0.546,3.2,5.1,0.623,1.9,2.8,4.7,0.5,0.2,0.5,2.1,2.7,13.2
Samuel Dalembert,2008,C,26,PHI,82,82,33.2,4.1,8.1,0.513,0,0,0,4.1,8,0.514,0.513,2.3,3.2,0.707,3.7,6.6,10.4,0.5,0.5,2.3,1.9,3.3,10.5
Erick Dampier,2008,C,32,DAL,72,64,24.4,2.5,3.8,0.643,0,0,,2.5,3.8,0.643,0.643,1.2,2,0.575,2.9,4.6,7.5,0.9,0.3,1.5,1.1,3.1,6.1
Antonio Daniels,2008,PG,32,WAS,71,63,30.4,2.9,6.3,0.459,0.2,1,0.23,2.6,5.3,0.504,0.478,2.4,3.1,0.776,0.3,2.5,2.9,4.8,1,0,1.3,1.1,8.4
Marquis Daniels,2008,SG,27,IND,74,1,20.9,3.3,7.6,0.43,0.4,1.4,0.265,2.9,6.2,0.466,0.454,1.3,1.9,0.698,0.9,2,2.9,1.9,1.1,0.2,1.5,1.6,8.2
Jermareo Davidson,2008,SF,23,CHA,38,2,8.5,1.3,3.3,0.408,0,0,,1.3,3.3,0.408,0.408,0.5,0.7,0.643,0.6,1.1,1.6,0.3,0.2,0.4,0.4,1.2,3.2
Baron Davis,2008,PG,28,GSW,82,82,39,7.9,18.6,0.426,2.1,6.4,0.33,5.8,12.2,0.477,0.483,3.9,5.2,0.75,1.2,3.5,4.7,7.6,2.3,0.5,2.8,3,21.8
Glen Davis,2008,C,22,BOS,69,1,13.6,1.6,3.2,0.484,0,0,,1.6,3.2,0.484,0.484,1.4,2.2,0.66,1.4,1.6,3,0.4,0.4,0.3,0.9,2.3,4.5
